down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,posteam,play_type,wp,epa,go_for_it
4.0,3,25.0,1947.0,-14.0,2,NO,pass,0.1403091451683918,-2.240753044775598,1
4.0,2,10.0,1802.0,14.0,2,NE,field_goal,0.9308350126874396,0.1217672074250746,0
4.0,15,43.0,1577.0,-17.0,3,NO,punt,0.0754929235930218,-0.0493347678428855,0
4.0,4,56.0,1362.0,17.0,3,NE,punt,0.925876909737789,-1.359955053537601,0
4.0,9,31.0,1200.0,-17.0,3,NO,field_goal,0.0767056774502487,-3.682352453898025,0
4.0,3,6.0,944.0,17.0,3,NE,field_goal,0.9672919356197353,0.0740850881447592,0
4.0,5,62.0,867.0,-20.0,4,NO,punt,0.022685323744925,1.0960519694320854,0
4.0,9,9.0,534.0,20.0,4,NE,field_goal,0.992410382025918,0.1235296924070179,0
4.0,1,42.0,439.0,-23.0,4,NO,run,0.0093322516637307,2.097595562243483,1
4.0,25,35.0,71.0,16.0,4,NE,punt,0.997241031696238,-1.5888275207743754,0
4.0,4,16.0,3386.0,0.0,1,KC,field_goal,0.5680271689799471,0.3015956008441867,0
4.0,7,16.0,2972.0,-3.0,1,PHI,field_goal,0.4827617513084137,0.3104687194997408,0
4.0,8,39.0,2732.0,0.0,1,KC,punt,0.506139410700786,-1.6722555523186584,0
4.0,6,54.0,2112.0,0.0,2,KC,punt,0.4949338626852367,0.3143211641128649,0
4.0,19,86.0,1951.0,0.0,2,PHI,punt,0.4488047199450346,0.050964000387315,0
4.0,8,61.0,1881.0,0.0,2,KC,punt,0.5093822412545407,2.757451123770063,0
4.0,7,21.0,1821.0,0.0,2,KC,field_goal,0.5768087326022072,0.5975991522270463,0
4.0,7,42.0,1669.0,-3.0,3,PHI,punt,0.4150433687567182,-0.3867016954517258,0
4.0,13,49.0,1416.0,3.0,3,KC,punt,0.5827578026783372,-0.3349734368844235,0
4.0,7,22.0,717.0,-3.0,4,PHI,field_goal,0.4576839762893563,0.7619899300763979,0
4.0,4,60.0,662.0,0.0,4,KC,punt,0.4532733407558765,-0.0819843325104372,0
4.0,13,78.0,333.0,-7.0,4,PHI,punt,0.1339087593655855,-0.6486517517360357,0
4.0,7,72.0,3516.0,0.0,1,TEN,punt,0.4203437477802365,1.3013299424754703,0
4.0,1,25.0,3150.0,0.0,1,JAX,field_goal,0.5539958898686228,0.9760095791310984,0
4.0,3,22.0,2840.0,-3.0,1,TEN,field_goal,0.4584226332138542,0.7641322898422729,0
4.0,6,71.0,2759.0,0.0,1,JAX,punt,0.4253603520089135,0.3418477701438218,0
4.0,9,71.0,2667.0,0.0,2,TEN,punt,0.4190887039605015,0.3207044131736425,0
4.0,6,67.0,2614.0,0.0,2,JAX,punt,0.4324635360208074,1.2313107959681429,0
4.0,6,82.0,2516.0,0.0,2,TEN,punt,0.4068976439945843,-0.1949248992959504,0
4.0,5,23.0,1804.0,0.0,2,TEN,field_goal,0.5861653059752624,0.5526138879603204,0
4.0,8,8.0,1467.0,3.0,3,TEN,field_goal,0.699190873409579,0.1011366051978925,0
4.0,14,79.0,1359.0,-6.0,3,JAX,punt,0.1952959276577256,-1.2858334482542355,0
4.0,24,94.0,1172.0,-13.0,3,JAX,punt,0.0655477128075612,0.3524068590739415,0
4.0,22,63.0,923.0,-20.0,3,JAX,punt,0.0201698171993474,1.322915985595576,0
4.0,15,80.0,3514.0,0.0,1,ARI,punt,0.3966479263159393,0.0679041948992162,0
4.0,5,77.0,3060.0,-7.0,1,ARI,punt,0.2093287076403284,-0.1606124521411431,0
4.0,4,28.0,2793.0,7.0,1,IND,field_goal,0.7657421377725331,1.2311636561144628,0
4.0,1,1.0,2585.0,-10.0,2,ARI,pass,0.2566051155633735,-2.5716209088844213,1
4.0,1,90.0,2513.0,10.0,2,IND,punt,0.7423779826216592,-0.1158170678116405,0
4.0,9,9.0,2159.0,-10.0,2,ARI,field_goal,0.248256149799332,0.1226597624668026,0
4.0,6,76.0,2054.0,7.0,2,IND,punt,0.7027947432893802,0.1504342873382721,0
4.0,7,52.0,1728.0,7.0,3,IND,punt,0.7195121740059391,0.6293362542418961,0
4.0,2,79.0,1636.0,-7.0,3,ARI,punt,0.194980744660574,1.1748162768492365,0
4.0,2,44.0,1442.0,7.0,3,IND,punt,0.7547889803118586,-0.5921918933756569,0
4.0,16,65.0,1271.0,-7.0,3,ARI,punt,0.2026947057139963,1.7769506900143317,0
4.0,11,11.0,705.0,7.0,4,IND,field_goal,0.8353330323280279,0.1544528988957183,0
4.0,3,69.0,344.0,3.0,4,IND,punt,0.5931094674309902,-0.9983814612975092,0
4.0,4,22.0,208.0,-3.0,4,ARI,field_goal,0.4651094446665788,0.6819098310313718,0
4.0,8,57.0,124.0,0.0,4,IND,punt,0.483838449022914,-0.3803898666907681,0
4.0,10,56.0,95.0,0.0,4,ARI,punt,0.5463302099481495,-0.884628467735247,0
4.0,10,87.0,33.0,0.0,4,IND,punt,0.489193007276329,-1.3652117516425026,0
4.0,1,12.0,485.0,0.0,5,ARI,field_goal,0.9677627561761524,0.1717320489017906,0
4.0,6,16.0,3234.0,0.0,1,CAR,field_goal,0.5566097875669738,0.3050528807446908,0
4.0,1,66.0,3176.0,-3.0,1,BUF,punt,0.3908612281328926,0.8633525400067144,0
4.0,1,45.0,2854.0,3.0,1,CAR,punt,0.5801428702378993,-0.6428692892321022,0
4.0,3,83.0,2734.0,-3.0,1,BUF,punt,0.3354247092322808,-0.1625972351396849,0
4.0,26,39.0,2531.0,3.0,2,CAR,punt,0.5693021679698691,-0.0431485823403832,0
4.0,15,88.0,2344.0,-3.0,2,BUF,punt,0.3347286096664533,-0.0047868026510999,0
4.0,10,10.0,1926.0,3.0,2,CAR,field_goal,0.6596811584216151,0.1327908691952504,0
4.0,14,79.0,1898.0,-6.0,2,BUF,punt,0.2851271107469638,-1.1611512365564989,0
4.0,19,61.0,1813.0,6.0,2,CAR,punt,0.7093593174054252,-0.7571449669980118,0
4.0,1,44.0,1659.0,-6.0,3,BUF,run,0.320706111822222,-3.6785985613653818,1
4.0,18,62.0,1550.0,6.0,3,CAR,punt,0.6412609427979412,0.9085798694425828,0
4.0,15,72.0,1410.0,-6.0,3,BUF,punt,0.2109931103558192,0.7761475200737438,0
4.0,17,77.0,1283.0,6.0,3,CAR,punt,0.599148739167833,2.632326569754647,0
4.0,4,63.0,1113.0,-6.0,3,BUF,punt,0.2356327136124783,0.615425996673407,0
4.0,31,82.0,939.0,6.0,3,CAR,punt,0.5887762984266239,0.2549560686748773,0
4.0,3,27.0,675.0,-6.0,4,BUF,field_goal,0.3162552461807142,1.1312159995248752,0
4.0,2,2.0,158.0,3.0,4,CAR,field_goal,0.8513631187166979,0.0269633080956714,0
4.0,11,33.0,14.0,-6.0,4,BUF,pass,0.035808695053045,-1.2375727563328298,1
4.0,5,79.0,3480.0,0.0,1,OAK,punt,0.4111247611899912,0.1942556765822805,0
4.0,8,58.0,3360.0,0.0,1,NYJ,punt,0.4625097852896063,0.5499198401135295,0
4.0,10,43.0,2862.0,-7.0,1,NYJ,punt,0.2815563633799018,-0.757332333158232,0
4.0,2,56.0,2273.0,7.0,2,OAK,punt,0.7262454863298133,0.1215213718213019,0
4.0,1,28.0,1991.0,-7.0,2,NYJ,field_goal,0.3225321730567949,1.0656073476155783,0
4.0,4,69.0,1920.0,4.0,2,OAK,punt,0.6000913606550842,5.49543413812955,0
4.0,6,22.0,1334.0,-11.0,3,NYJ,field_goal,0.192973158982761,0.7545116722654308,0
4.0,12,60.0,900.0,-15.0,4,NYJ,punt,0.063489704693807,0.2477293253334203,0
4.0,10,11.0,29.0,22.0,4,OAK,field_goal,0.9971432691308494,0.1559446835431681,0
4.0,4,69.0,3517.0,0.0,1,LAC,punt,0.4329143530519297,1.479463568560213,0
4.0,5,12.0,3133.0,0.0,1,MIA,field_goal,0.5800091340062922,0.1672908581509169,0
4.0,6,61.0,2928.0,-3.0,1,LAC,punt,0.3664772907343072,1.163234258264528,0
4.0,6,84.0,2791.0,3.0,1,MIA,punt,0.4917838674830448,-0.801404181387531,0
4.0,4,23.0,2626.0,-3.0,2,LAC,field_goal,0.4450729246249711,0.8414567347046531,0
4.0,6,49.0,2346.0,0.0,2,MIA,punt,0.4948308146056082,-1.692473153342502,0
4.0,2,58.0,1989.0,-7.0,2,MIA,punt,0.2602670519205401,-0.4051408900161641,0
4.0,9,25.0,1835.0,7.0,2,LAC,field_goal,0.8057853880267454,-3.1732251144595365,0
4.0,6,52.0,1802.0,-7.0,2,MIA,pass,0.2846792243050267,0.3236781063838344,1
4.0,10,10.0,1068.0,-7.0,3,MIA,field_goal,0.3411021850896594,0.1356164929085572,0
4.0,13,42.0,816.0,4.0,4,LAC,punt,0.6532433269654746,-1.2834085151150323,0
4.0,17,17.0,392.0,-4.0,4,MIA,field_goal,0.4348692211091364,0.3599954712164575,0
4.0,3,75.0,192.0,1.0,4,LAC,punt,0.5074136138078682,-1.3424854930517394,0
4.0,5,36.0,70.0,-1.0,4,MIA,field_goal,0.5454291441796627,1.8744733610185973,0
4.0,1,41.0,3353.0,0.0,1,SEA,run,0.5249317736286307,2.707944107274253,1
4.0,7,7.0,3221.0,0.0,1,SEA,field_goal,0.5798055652133159,0.0861061915378842,0
4.0,1,66.0,3135.0,-3.0,1,SF,punt,0.3784762498016069,0.541926118862103,0
4.0,9,82.0,3050.0,3.0,1,SEA,punt,0.5053577923183125,0.4202497338119761,0
4.0,9,9.0,2753.0,3.0,1,SEA,field_goal,0.6683758906866918,0.121508797118615,0
4.0,3,50.0,2620.0,-6.0,2,SF,punt,0.2779326420385503,0.5937780763961786,0
4.0,8,71.0,2398.0,6.0,2,SEA,punt,0.6273249437517492,-0.3700670232072238,0
4.0,7,48.0,2275.0,-6.0,2,SF,punt,0.3059468918288813,-0.8371765743939541,0
4.0,7,48.0,2079.0,6.0,2,SEA,punt,0.7052258511528483,-0.2709581838540714,0
4.0,10,22.0,1920.0,-6.0,2,SF,field_goal,0.3690758742540775,0.7021435089258512,0
4.0,3,68.0,1867.0,3.0,2,SEA,punt,0.6021614534223574,-1.2122356642348713,0
4.0,1,19.0,1822.0,-3.0,2,SF,field_goal,0.4863441607661435,0.4659212066452429,0
4.0,6,58.0,1628.0,0.0,3,SF,punt,0.4737582684254277,1.6974423899012456,0
4.0,6,40.0,1319.0,0.0,3,SEA,punt,0.5109490123878095,-0.1022269157172737,0
4.0,5,89.0,1196.0,0.0,3,SF,punt,0.3943091980761446,0.3410054016660222,0
4.0,11,59.0,1137.0,0.0,3,SEA,punt,0.4442653387787313,1.0526185675145507,0
4.0,6,72.0,993.0,0.0,3,SF,punt,0.4258654036383195,-0.0087920753927976,0
4.0,10,67.0,941.0,0.0,3,SEA,punt,0.4194812113010474,-7.845414123908157e-05,0
4.0,6,16.0,700.0,0.0,4,SF,field_goal,0.5994615675205474,0.314030479994964,0
4.0,3,73.0,299.0,-3.0,4,SF,punt,0.3141708580086726,0.8799526627084191,0
4.0,8,54.0,3434.0,0.0,1,LA,punt,0.4550578820773177,0.0076236168117438,0
4.0,8,22.0,2988.0,0.0,1,WAS,field_goal,0.5746073879301046,0.7599985090107819,0
4.0,2,90.0,2902.0,-3.0,1,LA,punt,0.297884967360016,0.5751994886352882,0
4.0,4,4.0,2530.0,10.0,2,WAS,field_goal,0.8647161213445238,0.0458153478062723,0
4.0,20,74.0,2249.0,6.0,2,WAS,punt,0.6745055570881412,0.1759794081841685,0
4.0,12,14.0,1987.0,-6.0,2,LA,field_goal,0.3443327965064348,0.2113737675442051,0
4.0,16,81.0,1883.0,-10.0,2,LA,punt,0.1801175429157062,-1.3826401288341716,0
4.0,4,49.0,1824.0,10.0,2,WAS,punt,0.8335555231845391,-0.6390630219148433,0
4.0,13,63.0,1633.0,10.0,3,WAS,punt,0.7775371156829562,2.3629730500062944,0
4.0,7,33.0,1119.0,3.0,3,WAS,field_goal,0.6251391645134278,-3.588496428790962,0
4.0,2,51.0,1059.0,-3.0,3,LA,punt,0.3808739974788215,0.4623512235228435,0
4.0,4,76.0,891.0,3.0,4,WAS,punt,0.5273279472296819,0.775771226441315,0
4.0,6,45.0,605.0,-3.0,4,LA,pass,0.3812301070755075,3.788061991329035,1
4.0,15,22.0,441.0,-3.0,4,LA,field_goal,0.4595773761521983,0.7337543913534739,0
4.0,1,66.0,3499.0,0.0,1,DAL,punt,0.4577018634996486,0.278754044828281,0
4.0,7,60.0,3091.0,-7.0,1,DAL,punt,0.2306129200234819,1.8082160651331236,0
4.0,2,31.0,2849.0,7.0,1,DEN,field_goal,0.7701877308695247,-3.6944752960039704,0
4.0,3,39.0,2700.0,-7.0,2,DAL,punt,0.2767022862780934,-1.8386152763406616,0
4.0,14,79.0,2076.0,-7.0,2,DAL,punt,0.2107437983031748,-0.9128997942503552,0
4.0,5,38.0,1808.0,-14.0,2,DAL,field_goal,0.1274312271565496,2.127005812816833,0
4.0,4,57.0,1142.0,-25.0,3,DAL,pass,0.0056189436478659,3.6101944305774674,1
4.0,4,42.0,1034.0,-25.0,3,DAL,pass,0.0090689257335011,-3.428686952552056,1
4.0,1,30.0,942.0,-25.0,3,DAL,run,0.012864601244892,2.1634670758659613,1
4.0,2,67.0,757.0,18.0,4,DEN,punt,0.9461919757065425,0.3460453722460133,0
4.0,3,74.0,707.0,-18.0,4,DAL,punt,0.0280289299281936,2.0598353361021715,0
4.0,15,70.0,381.0,18.0,4,DEN,punt,0.9671974277872272,-0.3683987881351009,0
4.0,3,7.0,231.0,-18.0,4,DAL,pass,0.0203425656618835,-2.278461327719135,1
4.0,7,90.0,214.0,18.0,4,DEN,punt,0.982785460729241,-1.515432552232488,0
4.0,6,6.0,72.0,-18.0,4,DAL,pass,0.0041725133306723,-9.641962873439397,1
4.0,21,86.0,2878.0,0.0,1,ATL,punt,0.3917595009151725,1.0241961886340714,0
4.0,13,67.0,2741.0,0.0,1,GB,punt,0.4270506980308283,1.6511787178185533,0
4.0,6,56.0,2249.0,-7.0,2,GB,punt,0.2686596899567255,0.4498307750543793,0
4.0,15,33.0,2007.0,7.0,2,ATL,field_goal,0.7615127574842495,1.5657046095885068,0
4.0,10,72.0,1929.0,-10.0,2,GB,punt,0.1700663352534194,-0.98236619338562,0
4.0,9,55.0,1877.0,10.0,2,ATL,punt,0.8335360898953152,-0.6784012805693563,0
4.0,10,10.0,1477.0,-23.0,3,GB,field_goal,0.0371126216840941,0.1308841217065528,0
4.0,12,35.0,1165.0,20.0,3,ATL,field_goal,0.9725268897423311,2.1183275676941373,0
4.0,5,54.0,985.0,-23.0,3,GB,pass,0.0120139680573568,3.4142432765145254,1
4.0,7,33.0,770.0,-23.0,4,GB,pass,0.0177278160608872,5.403211498914679,1
4.0,6,53.0,583.0,17.0,4,ATL,punt,0.9533719597751876,-0.1458038531477516,0
4.0,9,44.0,73.0,10.0,4,ATL,punt,0.9894954326053976,-1.2733807770140633,0
4.0,10,88.0,48.0,-10.0,4,GB,pass,0.0086747326990438,1.2047363912901738,1
4.0,6,56.0,3394.0,0.0,1,DET,punt,0.4690256976282757,0.6035556204208841,0
4.0,9,83.0,3291.0,0.0,1,NYG,punt,0.4049531733454874,0.062884568929753,0
4.0,17,71.0,2149.0,-7.0,2,NYG,punt,0.2385104652605701,0.1985792415249432,0
4.0,16,78.0,2068.0,7.0,2,DET,punt,0.6673096906168801,-0.1695198536008988,0
4.0,13,66.0,1988.0,-7.0,2,NYG,punt,0.2501876748377962,0.0124678502472184,0
4.0,2,38.0,1839.0,7.0,2,DET,field_goal,0.7652460448680326,2.1782321006579255,0
4.0,6,71.0,1684.0,-10.0,3,NYG,punt,0.1373976514057982,0.9658370472847548,0
4.0,9,73.0,1556.0,10.0,3,DET,punt,0.7563780648613091,1.2611543554336202,0
4.0,7,7.0,1204.0,-10.0,3,NYG,field_goal,0.235193448847743,0.0880424039790401,0
4.0,13,53.0,889.0,7.0,4,DET,punt,0.7279289382750611,-0.2116654352544558,0
4.0,1,72.0,797.0,-7.0,4,NYG,punt,0.1916920821162088,-6.07781176139813,0
4.0,3,52.0,608.0,-13.0,4,NYG,pass,0.0836592417283984,-3.1463427686067353,1
4.0,6,46.0,479.0,13.0,4,DET,punt,0.9264824321492572,-0.2821092018133763,0
4.0,10,29.0,274.0,-13.0,4,NYG,pass,0.0596587586401505,-2.558904779641627,1
4.0,10,24.0,32.0,13.0,4,DET,run,0.9942662725651926,-2.3797412405749405,1
4.0,8,30.0,2700.0,7.0,2,LA,field_goal,0.7443938221819968,1.4330727501543905,0
4.0,3,43.0,2504.0,-10.0,2,SF,punt,0.2037073870574674,3.667625398603648,0
4.0,16,18.0,2382.0,-10.0,2,SF,field_goal,0.2538323416140123,0.4388838009041009,0
4.0,12,78.0,2323.0,7.0,2,LA,punt,0.6415952388510933,1.0578004574818265,0
4.0,8,30.0,2031.0,-7.0,2,SF,field_goal,0.3325211567668692,1.2592520786960513,0
4.0,1,1.0,1460.0,11.0,3,LA,field_goal,0.8909806718044285,0.0160898489032987,0
4.0,1,1.0,1244.0,-14.0,3,SF,run,0.1535090837448141,3.3276243652405264,1
4.0,10,65.0,499.0,-15.0,4,SF,punt,0.0436671183850748,0.8924230830316833,0
4.0,9,85.0,404.0,15.0,4,LA,punt,0.9308514095508768,0.1896679327668597,0
4.0,1,1.0,137.0,-8.0,4,SF,run,0.1727590171242897,3.8659870609409657,1
4.0,20,60.0,110.0,-2.0,4,SF,pass,0.3223996975882277,-3.1654122971670353,1
4.0,11,61.0,3524.0,0.0,1,BAL,punt,0.4438072697626826,-0.686489877340023,0
4.0,3,5.0,3249.0,0.0,1,JAX,field_goal,0.5798879037777983,0.0553501847110444,0
4.0,18,83.0,2833.0,-10.0,1,BAL,punt,0.1298544693616607,0.5492240321927975,0
4.0,1,39.0,2661.0,10.0,2,JAX,run,0.8298622265640913,2.419261829904981,1
4.0,4,27.0,2454.0,10.0,2,JAX,field_goal,0.8410509848465129,1.1288266982665682,0
4.0,6,71.0,2401.0,-13.0,2,BAL,punt,0.1060533214386713,0.7019701820407214,0
4.0,5,74.0,2304.0,13.0,2,JAX,punt,0.8444560164991592,0.8134975514265916,0
4.0,8,62.0,1982.0,-20.0,2,BAL,punt,0.0392352759935274,-0.1282554588030582,0
4.0,3,11.0,1842.0,20.0,2,JAX,field_goal,0.9842244388149954,0.1568334465654772,0
4.0,6,71.0,1822.0,-23.0,2,BAL,punt,0.0194537719842904,-0.036123032415297,0
4.0,15,65.0,1614.0,23.0,3,JAX,punt,0.9736019678446136,2.75515657055658,0
4.0,11,58.0,1112.0,-37.0,3,BAL,punt,4.700678403010835e-06,0.7471071200285182,0
4.0,1,65.0,923.0,37.0,3,JAX,run,0.9999967085442284,6.523907564897106,1
4.0,8,40.0,585.0,-44.0,4,BAL,pass,6.294887577942475e-08,-2.9679287355031687,1
4.0,7,60.0,520.0,44.0,4,JAX,punt,0.999999991983037,-0.3141038942641958,0
4.0,10,65.0,3491.0,0.0,1,CLE,punt,0.4357270336589462,1.22507197274355,0
4.0,5,75.0,3348.0,0.0,1,IND,punt,0.4249923758501792,1.016513383542341,0
4.0,20,69.0,3138.0,0.0,1,CLE,punt,0.4342049627727592,0.943255542994504,0
4.0,2,66.0,3047.0,0.0,1,IND,punt,0.465638657019893,0.6762331325291431,0
4.0,10,82.0,2984.0,0.0,1,CLE,punt,0.4118526090244213,1.1929664518472114,0
4.0,3,47.0,2240.0,-7.0,2,CLE,punt,0.2819934000863106,0.0392778346129931,0
4.0,14,79.0,2059.0,-14.0,2,CLE,punt,0.1006320177916278,-1.2982189534671371,0
4.0,10,75.0,1675.0,14.0,3,IND,punt,0.8512924356559866,-0.0095393489876083,0
4.0,13,81.0,1228.0,14.0,3,IND,punt,0.8491625700141174,1.237471874027414,0
4.0,9,69.0,1118.0,-14.0,3,CLE,punt,0.0726434284777979,1.559758526415539,0
4.0,3,14.0,623.0,14.0,4,IND,field_goal,0.9511966946838442,0.2259714230944243,0
4.0,9,74.0,566.0,-17.0,4,CLE,punt,0.0281342565635491,1.1323526608171357,0
4.0,13,84.0,536.0,17.0,4,IND,punt,0.9356916884316312,-0.0882319761714662,0
4.0,10,45.0,29.0,3.0,4,IND,punt,0.9634231200009212,-1.0327411117836631,0
4.0,3,58.0,3480.0,0.0,1,PHI,punt,0.4778857046663587,0.0,0
4.0,4,84.0,3143.0,0.0,1,PHI,punt,0.4019716431642861,0.4822639927031469,0
4.0,5,38.0,2947.0,0.0,1,NYG,punt,0.5414769286795051,-0.7746118662679635,0
4.0,1,53.0,2756.0,0.0,1,PHI,run,0.4717442940020424,2.531704717335862,1
4.0,8,43.0,1956.0,7.0,2,PHI,pass,0.744195966389954,-2.5803771862207565,1
4.0,1,1.0,1824.0,-7.0,2,NYG,run,0.3597686015898998,-2.7365844246113475,1
4.0,8,73.0,1760.0,-7.0,3,NYG,punt,0.1955291021800739,1.344440370225502,0
4.0,5,34.0,1465.0,7.0,3,PHI,field_goal,0.7636231967234199,-3.480225239317039,0
4.0,1,45.0,1297.0,7.0,3,PHI,run,0.763236401714661,2.3895521431792064,1
4.0,2,13.0,982.0,-14.0,3,NYG,pass,0.1252297208805835,-2.604046768195851,1
4.0,4,81.0,896.0,14.0,4,PHI,punt,0.8690100221834905,-0.5725866393049888,0
4.0,8,68.0,482.0,0.0,4,PHI,punt,0.4343249301266103,0.4048859475212532,0
4.0,7,23.0,191.0,0.0,4,NYG,field_goal,0.6388140299520568,0.7414929536506993,0
4.0,7,28.0,56.0,-3.0,4,PHI,field_goal,0.3490316218242016,1.0301398347941644,0
4.0,1,66.0,19.0,0.0,4,NYG,punt,0.6687666189205295,-1.4593547458466538,0
4.0,16,81.0,3482.0,0.0,1,NYJ,punt,0.3959980478560664,0.1966864938896431,0
4.0,4,48.0,3368.0,0.0,1,MIA,punt,0.510023250108767,0.3137931202045771,0
4.0,7,26.0,3004.0,0.0,1,NYJ,field_goal,0.5357758882140834,-3.83261206083906,0
4.0,19,74.0,2890.0,0.0,1,MIA,punt,0.415763135574461,-0.2884850770587421,0
4.0,14,44.0,2763.0,0.0,1,NYJ,punt,0.4909395156780743,-0.098247006470668,0
4.0,8,76.0,2586.0,0.0,2,MIA,punt,0.4098749047721604,-0.1024639612088236,0
4.0,4,22.0,2241.0,0.0,2,NYJ,field_goal,0.5466856007295618,0.7337543913534739,0
4.0,12,77.0,2188.0,-3.0,2,MIA,punt,0.3598811473397226,0.751273028030546,0
4.0,6,72.0,2056.0,3.0,2,NYJ,punt,0.5416317461416953,0.7553992126194342,0
4.0,18,93.0,1956.0,-3.0,2,MIA,punt,0.3538022043434303,0.7083379969471363,0
4.0,3,64.0,1828.0,-10.0,2,MIA,punt,0.1886653743602521,-0.2466420645280664,0
4.0,15,80.0,1747.0,-10.0,3,MIA,punt,0.124926400382732,-0.1959907468624653,0
4.0,7,72.0,1417.0,-17.0,3,MIA,pass,0.046423784749505,-1.1170599800149297,1
4.0,4,4.0,998.0,17.0,3,NYJ,field_goal,0.9694942042777328,0.0443917810826706,0
4.0,10,21.0,812.0,-20.0,4,MIA,pass,0.0432361931231752,-2.965301188338646,1
4.0,4,53.0,639.0,20.0,4,NYJ,punt,0.9778284152274612,0.1973151395693353,0
4.0,6,42.0,461.0,-20.0,4,MIA,pass,0.0203045319426014,-2.7649208945467056,1
4.0,5,67.0,145.0,20.0,4,NYJ,punt,0.9962215776419788,0.1429354682755925,0
4.0,11,76.0,3482.0,0.0,1,DEN,punt,0.4092890430232251,0.0896420672916438,0
4.0,10,58.0,3372.0,0.0,1,BUF,punt,0.4604925615907693,0.511723941080114,0
4.0,15,45.0,3167.0,0.0,1,DEN,punt,0.5046582532469761,-0.8510138707922634,0
4.0,4,74.0,3060.0,0.0,1,BUF,punt,0.4392014079738844,0.6947640080311894,0
4.0,4,20.0,2753.0,0.0,1,DEN,field_goal,0.5314507200782649,0.6029960167099331,0
4.0,7,45.0,2205.0,-3.0,2,BUF,punt,0.4484454504721615,-0.1011648288705536,0
4.0,9,94.0,2100.0,3.0,2,DEN,punt,0.496154235905566,-1.5557858304625367,0
4.0,9,31.0,1976.0,-3.0,2,BUF,field_goal,0.4795373050504825,1.3226552522475403,0
4.0,11,17.0,1846.0,0.0,2,DEN,field_goal,0.5886973602151585,0.3477792217556601,0
4.0,9,77.0,1677.0,0.0,3,BUF,punt,0.409285482181134,0.1738596069751592,0
4.0,7,10.0,1369.0,0.0,3,DEN,field_goal,0.5779813342337835,0.1321914437925078,0
4.0,23,45.0,1110.0,4.0,3,BUF,punt,0.6334884007206605,-0.1581726913274347,0
4.0,2,69.0,933.0,-4.0,3,DEN,run,0.2913531242833269,-2.9730155696314853,1
4.0,13,34.0,836.0,4.0,4,BUF,field_goal,0.6650963688156805,1.9528460166634591,0
4.0,9,9.0,198.0,7.0,4,BUF,field_goal,0.9301104094025456,0.120815376332366,0
4.0,4,42.0,115.0,-10.0,4,DEN,pass,0.0374906121772121,-1.0907194636075364,1
4.0,10,14.0,3083.0,0.0,1,CAR,field_goal,0.5791478208506069,0.2211781730073552,0
4.0,8,30.0,2452.0,-4.0,2,CAR,field_goal,0.4023134309197367,1.412806734994591,0
4.0,12,52.0,2352.0,1.0,2,NO,punt,0.5132930819087396,0.2064854596332599,0
4.0,10,75.0,2095.0,-8.0,2,CAR,punt,0.2009277292258434,0.0472299201343013,0
4.0,15,15.0,1805.0,8.0,2,NO,field_goal,0.8370455217989684,0.2066551500853854,0
4.0,5,35.0,1328.0,-18.0,3,CAR,punt,0.0685383130179008,-1.9133840964442563,0
4.0,3,73.0,1242.0,18.0,3,NO,punt,0.9274497646194894,1.4683270450162509,0
4.0,7,31.0,723.0,11.0,4,NO,field_goal,0.893336506943102,1.5362934854257415,0
4.0,3,37.0,542.0,14.0,4,NO,field_goal,0.9376193044513684,-3.151187825430534,0
4.0,10,68.0,261.0,-21.0,4,CAR,punt,0.0040875778980586,-0.2252319639215322,0
4.0,2,62.0,119.0,21.0,4,NO,punt,0.997913416001938,-1.158072100242306,0
4.0,7,72.0,3541.0,0.0,1,PIT,punt,0.4187848554990446,1.1226349690554025,0
4.0,11,75.0,3460.0,0.0,1,CHI,punt,0.4125957146961719,6.467670650847671,0
4.0,3,29.0,2858.0,7.0,1,CHI,field_goal,0.7666550137887385,-3.752252016233336,0
4.0,1,54.0,2773.0,-7.0,1,PIT,punt,0.2644309148363655,-0.7266788069058783,0
4.0,15,70.0,2584.0,7.0,2,CHI,punt,0.6441186178029884,0.8662065148068854,0
4.0,12,80.0,1725.0,10.0,3,CHI,punt,0.737490432959845,1.7166591927141417,0
4.0,10,45.0,1522.0,-10.0,3,PIT,punt,0.178427317754177,-0.8189727518579996,0
4.0,27,42.0,900.0,3.0,4,CHI,punt,0.6104809193734229,-0.3629695732029638,0
4.0,6,46.0,622.0,-3.0,4,PIT,punt,0.3811307293627116,-0.2228003061729465,0
4.0,3,14.0,487.0,-3.0,4,PIT,field_goal,0.4714894784505843,0.2235373530595819,0
4.0,7,72.0,320.0,0.0,4,CHI,punt,0.4365852353464942,-0.6413726880242692,0
4.0,6,58.0,221.0,0.0,4,PIT,punt,0.4818028956126722,0.3525516474520199,0
4.0,2,53.0,60.0,0.0,4,CHI,punt,0.665107465044145,-1.0744025066348362,0
4.0,15,67.0,2921.0,-7.0,1,DET,punt,0.2160946533324201,0.3000561090083349,0
4.0,13,18.0,2576.0,7.0,2,ATL,field_goal,0.7843730430777027,0.4439328086083001,0
4.0,2,37.0,2432.0,-10.0,2,DET,field_goal,0.1868978276827597,2.473930368103175,0
4.0,2,22.0,1915.0,-14.0,2,DET,field_goal,0.1479253552591938,0.6999140629055285,0
4.0,7,30.0,1836.0,5.0,2,ATL,field_goal,0.7337293896300576,1.1674756619918096,0
