down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,posteam,play_type,wp,epa,go_for_it
4.0,2,16.0,2817.0,4.0,1,ATL,field_goal,0.7006751512110175,0.3129815817206642,0
4.0,3,3.0,1813.0,0.0,2,ATL,field_goal,0.5915590784850204,0.0404062618022735,0
4.0,4,22.0,1449.0,-3.0,3,KC,field_goal,0.4597987876658104,-3.639144317981542,0
4.0,5,12.0,856.0,17.0,4,ATL,field_goal,0.9681950375736492,0.1726319836540848,0
4.0,2,23.0,644.0,20.0,4,ATL,field_goal,0.9874590047030576,0.8326382430489052,0
4.0,9,62.0,425.0,-23.0,4,KC,punt,0.0046146085286352,0.9918762993546302,0
4.0,4,75.0,196.0,23.0,4,ATL,punt,0.9973779045443908,0.0638085694345391,0
4.0,9,25.0,3256.0,0.0,1,CLE,field_goal,0.5506819432876602,0.9707330636679256,0
4.0,1,51.0,2834.0,3.0,1,CLE,punt,0.5927984119170193,-1.3232529090182128,0
4.0,8,23.0,2700.0,-3.0,2,PHI,field_goal,0.4465716047511041,0.8422071664757973,0
4.0,2,85.0,2472.0,0.0,2,PHI,punt,0.4319051760335138,0.3607126545569761,0
4.0,2,61.0,2381.0,0.0,2,CLE,punt,0.4568457155433741,-0.1775531454246619,0
4.0,11,71.0,2253.0,0.0,2,PHI,punt,0.4669081302981017,-0.4248245192917566,0
4.0,3,67.0,2101.0,0.0,2,PHI,punt,0.4919948090830635,-0.928748942568671,0
4.0,10,49.0,1965.0,0.0,2,CLE,punt,0.4811677769885767,-0.5841153121613214,0
4.0,10,54.0,1895.0,0.0,2,PHI,punt,0.5126568393290315,-1.1197415942003095,0
4.0,2,74.0,1856.0,0.0,2,CLE,punt,0.4991953417315988,-0.8824119092642801,0
4.0,5,69.0,1629.0,-7.0,3,CLE,punt,0.2039044652757101,2.1981842081348972,0
4.0,15,94.0,1565.0,7.0,3,PHI,punt,0.6029061160004813,1.3179543959208655,0
4.0,9,24.0,1201.0,-7.0,3,CLE,field_goal,0.3084514614672522,0.909603489925038,0
4.0,2,72.0,1113.0,4.0,3,PHI,punt,0.5665626022099484,-0.1756683461688966,0
4.0,10,69.0,1088.0,-4.0,3,CLE,punt,0.4301129210941647,0.0,0
4.0,4,4.0,857.0,-4.0,4,CLE,field_goal,0.4595526029055861,0.0451405169037486,0
4.0,9,27.0,544.0,-5.0,4,PHI,field_goal,0.3464363765583707,-3.668580053744526,0
4.0,11,46.0,393.0,5.0,4,CLE,punt,0.7500807024293821,-0.2206371310242901,0
4.0,1,23.0,170.0,-5.0,4,PHI,run,0.2826697052932428,1.8388025906156644,1
4.0,10,80.0,3587.0,0.0,1,NO,punt,0.3957313693894161,1.2290025125646549,0
4.0,10,19.0,3131.0,0.0,1,WAS,field_goal,0.5690306035918167,0.5122537782704835,0
4.0,20,92.0,2884.0,-3.0,1,NO,punt,0.2834052644096993,0.73955566860749,0
4.0,1,48.0,2764.0,3.0,1,WAS,run,0.5809784227043375,2.4522873044270064,1
4.0,17,87.0,2365.0,-10.0,2,NO,punt,0.1402216830157069,-0.2765544403997766,0
4.0,2,23.0,2173.0,10.0,2,WAS,field_goal,0.8516784066452322,0.7911856123624141,0
4.0,2,72.0,1846.0,13.0,2,WAS,punt,0.8778909592622004,-7.121175304562265,0
4.0,20,90.0,1560.0,-14.0,3,NO,punt,0.0652707678600749,1.4689475449154004,0
4.0,3,19.0,1335.0,14.0,3,WAS,field_goal,0.9281235292766858,0.512128841914067,0
4.0,3,3.0,1014.0,-17.0,3,NO,field_goal,0.090411867673416,0.0328109401467466,0
4.0,3,27.0,663.0,14.0,4,WAS,field_goal,0.9393846627415232,1.1298827860009772,0
4.0,26,77.0,595.0,-17.0,4,NO,punt,0.0274775882944559,1.272560199198071,0
4.0,8,75.0,455.0,17.0,4,WAS,punt,0.9515731284172396,-0.714197121742653,0
4.0,10,33.0,385.0,-17.0,4,NO,pass,0.0386026086749734,5.6042664234441855,1
4.0,4,61.0,229.0,9.0,4,WAS,punt,0.9002502324427439,-0.536736294179565,0
4.0,2,2.0,149.0,-16.0,4,NO,pass,0.0184432253264494,4.064985460108257,1
4.0,7,58.0,28.0,9.0,4,WAS,punt,0.9912738090139132,-0.8949897731686283,0
4.0,7,30.0,2822.0,0.0,1,STL,field_goal,0.5263859505474227,1.4334002092295572,0
4.0,12,82.0,2312.0,-4.0,2,STL,punt,0.2911151327792455,-1.771195176652259,0
4.0,10,11.0,1959.0,-4.0,2,STL,field_goal,0.455412803712232,0.1473342565615576,0
4.0,8,23.0,1825.0,-5.0,2,DET,field_goal,0.4170883785975151,0.7201324961807805,0
4.0,20,90.0,1656.0,2.0,3,STL,punt,0.4438966342007971,-0.1262718014427934,0
4.0,5,26.0,1474.0,-2.0,3,DET,field_goal,0.4828744182385757,1.0444342138757703,0
4.0,6,76.0,1363.0,-1.0,3,STL,punt,0.376305230612355,-0.4951574798950791,0
4.0,3,48.0,1263.0,1.0,3,DET,punt,0.5272906426815309,-0.2303070254808679,0
4.0,3,69.0,1123.0,-1.0,3,STL,punt,0.3976449724866239,-0.5791403173553602,0
4.0,10,44.0,965.0,1.0,3,DET,punt,0.5423565325362717,-0.0469692503171388,0
4.0,8,78.0,785.0,-1.0,4,STL,punt,0.3575126995204561,2.5831112273223105,0
4.0,10,92.0,759.0,1.0,4,DET,punt,0.4172043613632172,-0.3417280566209997,0
4.0,9,28.0,120.0,-1.0,4,STL,field_goal,0.5849257529869313,1.076931839422408,0
4.0,1,37.0,3337.0,0.0,1,TEN,pass,0.5345906980470159,3.027685240866894,1
4.0,7,10.0,3227.0,0.0,1,TEN,field_goal,0.5781352763571306,0.1314921614846178,0
4.0,8,46.0,3089.0,-3.0,1,NE,punt,0.4156703558468524,-0.6826669538761538,0
4.0,3,75.0,2958.0,3.0,1,TEN,punt,0.5274574952961992,0.0467958582585568,0
4.0,12,55.0,2537.0,4.0,2,NE,punt,0.6002058158763774,0.688083874943082,0
4.0,1,62.0,2247.0,-10.0,2,TEN,punt,0.1718147302737654,-1.4390092651211204,0
4.0,2,62.0,1844.0,-17.0,2,TEN,punt,0.0805434204950645,-0.3455616038616697,0
4.0,11,51.0,1614.0,17.0,3,NE,punt,0.92564814554604,-0.1438992607636442,0
4.0,2,40.0,1244.0,10.0,3,NE,punt,0.8471450906970442,-0.7412993035994466,0
4.0,18,98.0,1121.0,-10.0,3,TEN,punt,0.0976611214929879,0.3488118733007495,0
4.0,6,6.0,560.0,-17.0,4,TEN,field_goal,0.0653179490939358,0.0764541428398986,0
4.0,7,7.0,259.0,14.0,4,NE,field_goal,0.9807019067380642,0.0925329660612614,0
4.0,6,76.0,226.0,-17.0,4,TEN,pass,0.0110376990555085,-2.7045415430906217,1
4.0,10,13.0,35.0,17.0,4,NE,field_goal,0.9944139489084776,0.1925467651970831,0
4.0,1,52.0,3444.0,0.0,1,MIN,punt,0.4943595393806562,-0.9051862230036885,0
4.0,1,1.0,2876.0,0.0,1,JAC,field_goal,0.5760389100881879,0.016982202415047,0
4.0,6,73.0,2785.0,-3.0,1,MIN,punt,0.3247706418433128,1.154532090895695,0
4.0,7,65.0,2692.0,3.0,2,JAC,punt,0.5258422108421204,-0.2020556460404223,0
4.0,4,65.0,2562.0,-3.0,2,MIN,punt,0.3474798033851192,0.1801852688687446,0
4.0,3,56.0,1986.0,-9.0,2,MIN,punt,0.2034852729879868,-0.36259007987859,0
4.0,8,79.0,1960.0,9.0,2,JAC,punt,0.7791628396569849,-0.5079081404493191,0
4.0,4,57.0,1278.0,-5.0,3,JAC,punt,0.2916628249639496,-0.0025118321915504,0
4.0,2,8.0,1184.0,-5.0,3,JAC,field_goal,0.4073849741917345,0.1039772423365832,0
4.0,2,2.0,852.0,2.0,4,MIN,field_goal,0.6615304554682108,0.0243887806035223,0
4.0,7,29.0,580.0,-5.0,4,JAC,field_goal,0.3456743827377891,1.2965116938116534,0
4.0,13,23.0,338.0,2.0,4,MIN,field_goal,0.6911114589879027,0.7828435366739477,0
4.0,10,70.0,120.0,-5.0,4,JAC,punt,0.1189360942428511,0.1879048693235954,0
4.0,7,83.0,91.0,5.0,4,MIN,punt,0.9127143727853848,-0.5504984956709026,0
4.0,3,49.0,32.0,-5.0,4,JAC,pass,0.0242126516226021,1.5454496617336244,1
4.0,5,20.0,671.0,0.0,5,MIN,field_goal,0.4744471753745102,0.5995240074896997,0
4.0,6,76.0,2576.0,-14.0,2,BUF,punt,0.0859870084947641,-5.138591745474924,0
4.0,1,7.0,1920.0,13.0,2,NYJ,field_goal,0.8960498549733644,0.1035983127380384,0
4.0,8,21.0,1819.0,16.0,2,NYJ,field_goal,0.9481985100968988,0.5968917042880255,0
4.0,19,89.0,1653.0,-25.0,3,BUF,punt,0.0018881833794949,0.2296333337348972,0
4.0,13,59.0,860.0,25.0,4,NYJ,punt,0.9933469633362684,1.7087598684751513,0
4.0,10,80.0,424.0,18.0,4,NYJ,punt,0.961528362067184,-1.5146299899440816,0
4.0,10,29.0,366.0,-18.0,4,BUF,pass,0.0340713954532322,5.3609911876805825,1
4.0,4,49.0,3400.0,0.0,1,MIA,punt,0.4913653567112235,0.4285324107715156,0
4.0,14,34.0,3135.0,0.0,1,HOU,field_goal,0.5091535000058256,-3.4972364396211093,0
4.0,9,21.0,2897.0,0.0,1,MIA,field_goal,0.5707755585780352,0.6827069175046132,0
4.0,1,86.0,2773.0,-3.0,1,HOU,punt,0.3068313032076072,-0.2612090265900169,0
4.0,11,51.0,2642.0,3.0,2,MIA,punt,0.5767425289029173,0.1009682790980019,0
4.0,2,42.0,2467.0,-3.0,2,HOU,punt,0.3872892398471526,-0.5115662634456102,0
4.0,17,17.0,2176.0,-3.0,2,HOU,field_goal,0.4533266471310667,0.3587648778296328,0
4.0,2,77.0,1710.0,21.0,3,HOU,punt,0.95371945005885,-5.066223692107761,0
4.0,6,22.0,1295.0,15.0,3,HOU,field_goal,0.937169048274738,0.7560738141645365,0
4.0,15,79.0,1177.0,-18.0,3,MIA,punt,0.0290782170256897,1.3986348047754529,0
4.0,1,1.0,745.0,18.0,4,HOU,field_goal,0.9800948605087112,0.0179023477811273,0
4.0,8,9.0,504.0,-21.0,4,MIA,pass,0.0270282669247673,-2.1502541910198603,1
4.0,5,89.0,401.0,21.0,4,HOU,punt,0.9807205863049396,-1.3132185346453538,0
4.0,5,5.0,245.0,-21.0,4,MIA,pass,0.0128433181073325,-2.545422398710354,1
4.0,9,94.0,144.0,21.0,4,HOU,punt,0.9960331000294158,-0.1872274695162428,0
4.0,2,49.0,116.0,-21.0,4,MIA,pass,0.0019842271175261,-0.8558206708784852,1
4.0,5,32.0,3380.0,0.0,1,SEA,field_goal,0.5267393225573135,-3.585128542996611,0
4.0,2,9.0,3151.0,0.0,1,SEA,field_goal,0.5811154076784327,0.1174075078024485,0
4.0,3,3.0,2738.0,-3.0,1,ARI,field_goal,0.4724070166806017,0.0331357581119333,0
4.0,21,71.0,2492.0,0.0,2,SEA,punt,0.4339299866426237,-0.6238474955816544,0
4.0,16,63.0,1907.0,-7.0,2,SEA,punt,0.2693047464376977,-0.9806317161127274,0
4.0,10,54.0,1855.0,7.0,2,ARI,punt,0.757196873989188,-0.8921622971000853,0
4.0,1,71.0,1707.0,7.0,3,ARI,punt,0.6864516281879751,1.4520301812413967,0
4.0,6,13.0,1503.0,7.0,3,ARI,field_goal,0.8123483120818534,0.1878974876777399,0
4.0,5,29.0,1219.0,-3.0,3,SEA,field_goal,0.4351467990624954,1.321168456099506,0
4.0,7,77.0,1125.0,0.0,3,ARI,punt,0.4022120731485196,0.6428051428628951,0
4.0,3,62.0,1021.0,0.0,3,SEA,punt,0.4500747724243982,0.1822610131656925,0
4.0,7,77.0,923.0,0.0,3,ARI,punt,0.4005702687989255,0.7821819206183611,0
4.0,8,55.0,764.0,0.0,4,SEA,punt,0.4626931820494405,-0.0919944738100568,0
4.0,15,21.0,565.0,0.0,4,SEA,field_goal,0.5715799870208855,0.6731497222082758,0
4.0,4,4.0,21.0,-4.0,4,SEA,pass,0.1161101872409316,-2.566795345031224,1
4.0,6,76.0,3494.0,0.0,1,SF,punt,0.4144859809610126,1.0409580226993866,0
4.0,23,55.0,3259.0,0.0,1,GB,punt,0.4834066816636212,0.2986389577943844,0
4.0,4,22.0,2998.0,0.0,1,SF,field_goal,0.5448622937135044,0.7596584132419348,0
4.0,3,45.0,2787.0,-3.0,1,GB,punt,0.4231477681433511,-0.1726752963349752,0
4.0,1,25.0,1859.0,3.0,2,SF,field_goal,0.6753438768510615,0.8481178490138883,0
4.0,8,78.0,1832.0,-6.0,2,GB,punt,0.294646774968993,-1.0458019708237545,0
4.0,1,70.0,1713.0,-9.0,3,GB,punt,0.1784335691987941,1.185279595548726,0
4.0,2,49.0,1186.0,-16.0,3,GB,punt,0.079003223600709,0.5579792628837301,0
4.0,2,66.0,953.0,16.0,3,SF,punt,0.918283595877495,0.4003678789145015,0
4.0,6,48.0,853.0,-16.0,4,GB,punt,0.0665510222055948,-0.011803368740596,0
4.0,6,86.0,695.0,16.0,4,SF,punt,0.9114146669648796,-4.656523208687719,0
4.0,1,71.0,546.0,10.0,4,SF,punt,0.8503535662366464,-0.2869434287573702,0
4.0,12,56.0,225.0,10.0,4,SF,punt,0.9281997116590456,0.0076691389920745,0
4.0,10,45.0,54.0,-10.0,4,GB,pass,0.012214162015967,-0.8080731243933581,1
4.0,13,67.0,3471.0,0.0,1,CAR,punt,0.4295817629978662,1.4514650832707994,0
4.0,4,74.0,2936.0,-7.0,1,CAR,punt,0.2136163719273613,-1.242140268826912,0
4.0,11,18.0,2785.0,7.0,1,TB,field_goal,0.7870532020229332,0.4431606632530585,0
4.0,13,38.0,2504.0,-10.0,2,CAR,punt,0.1990655339747623,-0.6816577405770308,0
4.0,2,2.0,1979.0,10.0,2,TB,field_goal,0.8718496198572995,0.0269050271092119,0
4.0,11,42.0,1829.0,-13.0,2,CAR,punt,0.1416831760664824,-0.8806606911192906,0
4.0,7,75.0,1595.0,13.0,3,TB,punt,0.8340535710241324,0.8728745872854033,0
4.0,14,86.0,1278.0,6.0,3,TB,punt,0.5818438156223762,-0.5745073086468935,0
4.0,15,43.0,1055.0,6.0,3,TB,punt,0.7196651656481833,-1.1961411078773267,0
4.0,5,55.0,814.0,6.0,4,TB,punt,0.6955257237242504,0.3646687653418292,0
4.0,9,48.0,679.0,-6.0,4,CAR,punt,0.2577035310433271,-3.762783143306145,0
4.0,5,22.0,483.0,6.0,4,TB,field_goal,0.8191350817315424,0.7403425604079059,0
4.0,20,88.0,381.0,-9.0,4,CAR,punt,0.0843259005601942,0.0925630009973907,0
4.0,6,55.0,317.0,9.0,4,TB,punt,0.8734320678124308,0.1565038072998084,0
4.0,3,3.0,170.0,-9.0,4,CAR,field_goal,0.1428791613789252,0.0362969338200862,0
4.0,15,55.0,3360.0,0.0,1,DEN,punt,0.4672918427461686,1.179744234050087,0
4.0,1,80.0,3209.0,0.0,1,PIT,punt,0.4402401332344655,-0.5437286031216746,0
4.0,22,45.0,2886.0,0.0,1,PIT,punt,0.5123019513247365,0.8523992457750221,0
4.0,17,85.0,2705.0,0.0,1,DEN,punt,0.3711618903348744,-0.931391956182499,0
4.0,3,3.0,2413.0,0.0,2,PIT,field_goal,0.5550080122956461,0.0345951488908857,0
4.0,1,38.0,1498.0,3.0,3,PIT,run,0.6381961274174054,2.2899205827982194,1
4.0,3,16.0,1269.0,3.0,3,PIT,field_goal,0.6820231618709667,0.3085819542833512,0
4.0,3,73.0,509.0,-3.0,4,PIT,punt,0.3164231827247232,-0.7266204330109289,0
4.0,8,8.0,183.0,3.0,4,DEN,field_goal,0.8370102127508502,0.1068471863387312,0
4.0,15,85.0,54.0,-12.0,4,PIT,pass,0.006899667712063,0.3089371932276821,1
4.0,11,28.0,3479.0,0.0,1,BAL,field_goal,0.5362950428730684,1.1986943791836793,0
4.0,7,76.0,3419.0,-3.0,1,CIN,punt,0.3182383032678947,0.3303877988596284,0
4.0,1,20.0,3142.0,3.0,1,BAL,pass,0.6588332291801485,1.8948053614264015,1
4.0,3,16.0,2696.0,-10.0,2,CIN,field_goal,0.2514736356657162,0.3142485527844498,0
4.0,5,54.0,2338.0,-14.0,2,CIN,punt,0.1179105471491771,-0.8446231304313283,0
4.0,17,51.0,2162.0,14.0,2,BAL,punt,0.8810587688763389,-0.4517675066592269,0
4.0,1,34.0,1956.0,-14.0,2,CIN,run,0.1358141748748373,1.871610891571832,1
4.0,1,6.0,1827.0,-14.0,2,CIN,run,0.1454127199023613,4.670449052435616,1
4.0,1,1.0,1487.0,-7.0,3,CIN,field_goal,0.3500855885459,0.0160306102303811,0
4.0,4,74.0,1173.0,-11.0,3,CIN,punt,0.1089042625948412,0.7343613683568544,0
4.0,5,21.0,978.0,11.0,3,BAL,field_goal,0.8898074368688964,0.6850951941601813,0
4.0,15,32.0,666.0,-27.0,4,CIN,pass,0.0035649010396724,-4.139218601307927,1
4.0,15,61.0,599.0,27.0,4,BAL,punt,0.9981248697965222,-0.1265322132958948,0
4.0,2,67.0,510.0,-27.0,4,CIN,punt,0.0008894557080485946,0.1883931561034468,0
4.0,3,20.0,186.0,27.0,4,BAL,field_goal,0.9999516834911154,0.5385084839643155,0
4.0,11,72.0,3180.0,0.0,1,SD,punt,0.4301200735214437,0.3135049776637015,0
4.0,6,33.0,3002.0,0.0,1,OAK,field_goal,0.5288598154850468,1.80373664939569,0
4.0,5,5.0,2764.0,-3.0,1,SD,field_goal,0.473259119018839,0.0584382503148623,0
4.0,21,78.0,2494.0,0.0,2,OAK,punt,0.4050561399412176,2.5293360278922346,0
4.0,1,2.0,1807.0,-7.0,2,OAK,field_goal,0.3678416035002744,0.0301651056972809,0
4.0,1,62.0,1654.0,4.0,3,SD,punt,0.6028849544357205,1.414378903729105,0
4.0,7,53.0,1456.0,-4.0,3,OAK,run,0.339047195920627,-3.355408507295688,1
4.0,4,10.0,1265.0,4.0,3,SD,field_goal,0.7249072545948346,0.133422799204868,0
4.0,1,71.0,1171.0,-7.0,3,OAK,punt,0.2060470811554943,-4.297507500028634,0
4.0,1,1.0,1013.0,7.0,3,SD,field_goal,0.8238844431240577,0.0171426700075678,0
4.0,13,83.0,962.0,-10.0,3,OAK,punt,0.103180925590943,-0.040710209616162,0
4.0,7,23.0,773.0,10.0,4,SD,field_goal,0.8805258012038061,0.8400443181680259,0
4.0,21,51.0,598.0,-13.0,4,OAK,run,0.0793645825283271,-3.3339815029473345,1
4.0,21,27.0,312.0,13.0,4,SD,field_goal,0.963447197106219,1.044133619329542,0
4.0,1,74.0,3525.0,0.0,1,GB,punt,0.4385903024920567,1.2803750324736043,0
4.0,11,83.0,3395.0,0.0,1,CHI,punt,0.3995610700078275,1.606646106143679,0
4.0,26,49.0,3184.0,0.0,1,GB,punt,0.4901090544730946,-0.0713932061576747,0
4.0,9,82.0,3099.0,0.0,1,CHI,punt,0.4137176938740703,0.8711246712950631,0
4.0,14,57.0,2987.0,0.0,1,GB,punt,0.4700857195832722,0.2598261089949503,0
4.0,15,61.0,2862.0,0.0,1,CHI,punt,0.4497816712674811,0.4870177275335809,0
4.0,2,29.0,2581.0,0.0,2,GB,field_goal,0.5211746488962655,1.3223805168915808,0
4.0,26,53.0,2284.0,-3.0,2,CHI,punt,0.3889411799661548,-0.3277909267919293,0
4.0,26,27.0,1916.0,3.0,2,GB,pass,0.6554216687223784,5.194048590794482,1
4.0,4,27.0,1433.0,-13.0,3,CHI,field_goal,0.1501627291922972,1.1264566484807048,0
4.0,1,71.0,1320.0,10.0,3,GB,punt,0.7882659390977248,0.221589622884033,0
4.0,7,77.0,904.0,-10.0,3,CHI,punt,0.1138059620719027,-0.4771488228491685,0
4.0,1,36.0,703.0,10.0,4,GB,field_goal,0.8559409733702869,2.283225687894914,0
4.0,21,51.0,501.0,-20.0,4,CHI,punt,0.0188046616300713,-1.3095677083366142,0
4.0,7,21.0,414.0,-20.0,4,CHI,pass,0.0264520708774732,4.8541960049637325,1
4.0,11,56.0,259.0,13.0,4,GB,punt,0.950374748114701,-0.10720136689206,0
4.0,5,77.0,187.0,-13.0,4,CHI,pass,0.0239221587166569,-2.3843117673123313,1
4.0,7,19.0,3468.0,0.0,1,NYG,field_goal,0.5584947942108566,0.5008612118782438,0
4.0,6,27.0,3233.0,-3.0,1,TB,field_goal,0.4576600996090586,1.1264566484807048,0
4.0,6,6.0,2878.0,0.0,1,NYG,field_goal,0.5743668585599032,0.073090174564478,0
4.0,11,50.0,2700.0,-3.0,2,TB,punt,0.3812355876436989,0.2248730357513624,0
4.0,2,60.0,2483.0,-4.0,2,NYG,punt,0.3388219111296482,-0.8208542218587438,0
4.0,19,83.0,2361.0,4.0,2,TB,punt,0.5360021044863326,-0.0943144063841421,0
4.0,9,77.0,1868.0,4.0,2,TB,punt,0.62617889727117,-0.6458655817271766,0
4.0,8,33.0,1699.0,10.0,3,TB,field_goal,0.8433047867764657,1.769091801813341,0
4.0,5,43.0,1555.0,-13.0,3,NYG,punt,0.1279243630255145,-0.510730019858536,0
4.0,2,51.0,1288.0,13.0,3,TB,punt,0.8826480737266281,-0.559799156537822,0
4.0,9,18.0,944.0,-13.0,3,NYG,field_goal,0.1388750903471739,0.4436538660184408,0
4.0,6,6.0,746.0,-10.0,4,NYG,field_goal,0.2143005953180427,0.0754453592456823,0
4.0,1,48.0,473.0,7.0,4,TB,punt,0.8138684771837337,-0.7744093682907753,0
4.0,6,72.0,351.0,-1.0,4,TB,punt,0.4106251405813964,-0.3249427712333161,0
4.0,1,56.0,3151.0,-7.0,1,OAK,punt,0.2716732332118532,-0.8454556315643578,0
4.0,5,37.0,2918.0,7.0,1,MIA,punt,0.7598502694616164,-0.6821917895550951,0
4.0,8,49.0,2561.0,0.0,2,MIA,punt,0.4778091333265009,0.3428734764523484,0
4.0,2,85.0,2473.0,0.0,2,OAK,punt,0.4174697949490086,-0.5815515859724982,0
4.0,24,71.0,2374.0,0.0,2,MIA,punt,0.4317452686608932,1.5907388311785826,0
4.0,7,62.0,2280.0,0.0,2,OAK,punt,0.4704590094677838,-0.4121367083031781,0
4.0,12,75.0,2222.0,0.0,2,MIA,punt,0.4480444425123843,1.1320468876430445,0
4.0,10,49.0,2120.0,0.0,2,OAK,punt,0.502657189419669,-1.030304340041524,0
4.0,1,66.0,2035.0,0.0,2,MIA,punt,0.4870211850170398,0.1981351398508328,0
4.0,7,7.0,1850.0,0.0,2,OAK,field_goal,0.5929817687419519,0.100819847279387,0
4.0,6,76.0,1712.0,3.0,3,OAK,punt,0.5121228685342503,0.6814211033369173,0
4.0,3,60.0,1596.0,-3.0,3,MIA,punt,0.3625483908413497,2.199838577019613,0
4.0,5,94.0,1486.0,3.0,3,OAK,punt,0.4800097719282723,-0.2337246389392837,0
4.0,3,45.0,1215.0,-4.0,3,OAK,punt,0.3670787120199852,-1.2099974157522746,0
4.0,10,54.0,1086.0,-11.0,3,OAK,punt,0.1278863475829486,0.0343944910509861,0
4.0,6,78.0,992.0,11.0,3,MIA,punt,0.7942616361488876,-2.140300257140637,0
4.0,4,10.0,893.0,-11.0,4,OAK,field_goal,0.1905213455700245,0.137260775549294,0
4.0,6,66.0,638.0,-15.0,4,OAK,punt,0.0512249193726371,0.0486661161558592,0
4.0,8,13.0,3268.0,0.0,1,HOU,field_goal,0.5749963574353033,0.1884454660207328,0
4.0,3,44.0,3061.0,-3.0,1,JAC,punt,0.4280976714324214,-0.4916094157827725,0
4.0,2,80.0,2984.0,3.0,1,HOU,punt,0.5237554683525346,0.958767174028892,0
4.0,15,80.0,2887.0,-3.0,1,JAC,punt,0.3063706852662309,-0.9885187232094608,0
4.0,20,72.0,2633.0,-10.0,2,JAC,punt,0.1289934261163842,0.4082570779071148,0
4.0,1,60.0,2527.0,10.0,2,HOU,punt,0.8055601353583963,0.7603513508161035,0
4.0,10,95.0,2436.0,-10.0,2,JAC,punt,0.1191441687337954,0.425897248327105,0
4.0,4,56.0,2149.0,-17.0,2,JAC,punt,0.0725709388535454,-0.0923072102563575,0
4.0,4,52.0,1980.0,17.0,2,HOU,punt,0.9276488784513546,-0.5586847744133232,0
4.0,23,93.0,1943.0,-17.0,2,JAC,punt,0.0642037781316573,0.488343272347977,0
4.0,11,45.0,1827.0,17.0,2,HOU,punt,0.9403670373973,-1.308226780438385,0
4.0,5,75.0,1751.0,-17.0,3,JAC,punt,0.0497621253990408,2.0154531116118344,0
4.0,17,89.0,1663.0,17.0,3,HOU,punt,0.8852121068178602,-0.4184658453824998,0
4.0,11,78.0,957.0,-17.0,3,JAC,punt,0.0351195439899304,1.6587607517831868,0
4.0,3,72.0,866.0,17.0,4,HOU,punt,0.9242938668945596,-0.7406957773356477,0
4.0,17,69.0,827.0,-17.0,4,JAC,punt,0.0366377921500757,2.1362678125545216,0
4.0,2,18.0,444.0,17.0,4,HOU,field_goal,0.9803578114328638,0.4301515504859936,0
4.0,2,11.0,120.0,20.0,4,HOU,run,0.9987298807650472,-2.21717445156909,1
4.0,13,72.0,3515.0,0.0,1,CLE,punt,0.4148164115306453,-4.7722225432372065,0
4.0,15,32.0,3246.0,-6.0,1,CLE,field_goal,0.3438229193637983,1.6537290612528803,0
4.0,1,51.0,2957.0,3.0,1,CIN,run,0.6014349918732889,2.552279421791532,1
4.0,9,48.0,2867.0,3.0,1,CIN,punt,0.5837618274610964,-0.1946600059122563,0
4.0,1,57.0,2700.0,-3.0,2,CLE,punt,0.369172994427246,-1.266251501736224,0
4.0,13,21.0,2089.0,3.0,2,CIN,field_goal,0.6855201566552912,0.6315081719696831,0
4.0,8,41.0,1920.0,6.0,2,CIN,punt,0.7261848507180879,-0.915528534530491,0
4.0,8,79.0,1525.0,-13.0,3,CLE,punt,0.0850197629660734,0.6895963552092916,0
4.0,8,63.0,1383.0,13.0,3,CIN,punt,0.8554943319420503,2.0790578118684717,0
4.0,9,73.0,1154.0,-13.0,3,CLE,punt,0.0811325689369526,1.1140364016219246,0
4.0,5,19.0,134.0,6.0,4,CIN,field_goal,0.9422769097270788,0.4597160467125571,0
4.0,6,7.0,24.0,-9.0,4,CLE,field_goal,0.0195735701689165,0.0998686208023023,0
4.0,8,51.0,3395.0,0.0,1,KC,punt,0.4813480852813395,0.184655813808912,0
4.0,1,75.0,3306.0,0.0,1,BUF,punt,0.4465853448764672,0.0505060456045813,0
4.0,9,69.0,3184.0,0.0,1,KC,punt,0.438951595291816,1.7365559145797658,0
4.0,6,76.0,2736.0,-7.0,1,KC,punt,0.197583258037472,0.2331913147733348,0
4.0,17,64.0,2390.0,-14.0,2,KC,punt,0.0970452744516104,0.2113606906841216,0
4.0,10,76.0,2303.0,14.0,2,BUF,punt,0.8572126933921824,0.717347080172333,0
4.0,3,73.0,1749.0,21.0,3,BUF,punt,0.952595999941335,0.3403933740308191,0
4.0,8,66.0,1693.0,-21.0,3,KC,punt,0.0202472007425272,1.249811198056571,0
4.0,12,82.0,1576.0,21.0,3,BUF,punt,0.9424029661379912,-0.8617181553278934,0
4.0,7,15.0,1356.0,-21.0,3,KC,field_goal,0.0526240431232165,0.2583433658601133,0
4.0,8,57.0,1145.0,-25.0,3,KC,punt,0.0051879259887418,-6.373026785124548,0
4.0,14,34.0,849.0,-31.0,4,KC,punt,0.0005913695585377381,-0.5001746977967962,0
4.0,5,50.0,526.0,31.0,4,BUF,punt,0.9999299917448532,-0.8352512287394329,0
4.0,1,71.0,249.0,24.0,4,BUF,punt,0.99802338718747,0.1598496813162251,0
4.0,9,79.0,50.0,17.0,4,BUF,punt,0.996748473059374,-1.670236929342751,0
4.0,1,6.0,3131.0,0.0,1,PHI,run,0.5676117199698633,2.932275978839646,1
4.0,14,63.0,2700.0,0.0,2,PHI,punt,0.4198004187126704,0.1793964924030964,0
